filename,satisfiable,time,memory_MB
rand_20_1.cnf,True,0.0067,0.09
rand_20_10.cnf,True,0.0048,0.09
rand_20_2.cnf,True,0.0039,0.09
rand_20_3.cnf,True,0.0061,0.08
rand_20_4.cnf,True,0.0034,0.09
rand_20_5.cnf,True,0.0069,0.12
rand_20_6.cnf,True,0.0109,0.1
rand_20_7.cnf,True,0.0265,0.12
rand_20_8.cnf,True,0.0159,0.11
rand_20_9.cnf,True,0.0131,0.12
AVERAGE (no timeouts),100.0%,0.0098,0.10
