filename,satisfiable,time,memory_MB
rand_20_1.cnf,True,0.029,0.12
rand_20_10.cnf,True,0.0064,0.09
rand_20_2.cnf,True,0.008,0.13
rand_20_3.cnf,True,0.0083,0.11
rand_20_4.cnf,True,0.0064,0.11
rand_20_5.cnf,True,0.0021,0.09
rand_20_6.cnf,True,0.0197,0.09
rand_20_7.cnf,False,0.0507,0.13
rand_20_8.cnf,True,0.0051,0.11
rand_20_9.cnf,True,0.002,0.06
AVERAGE (no timeouts),90.0%,0.0138,0.10
