filename,satisfiable,time,memory_MB
rand_80_1.cnf,False,inf,0.0
rand_80_10.cnf,False,inf,0.0
rand_80_2.cnf,False,inf,0.0
rand_80_3.cnf,True,6.7204,1.26
rand_80_4.cnf,False,inf,0.0
rand_80_5.cnf,False,inf,0.0
rand_80_6.cnf,True,13.6249,1.26
rand_80_7.cnf,True,13.6438,1.27
rand_80_8.cnf,False,inf,0.0
rand_80_9.cnf,True,11.9887,1.45
AVERAGE (no timeouts),40.0%,11.4945,1.31
