filename,satisfiable,time,memory_MB
rand_20_1.cnf,True,0.1593,0.19
rand_20_10.cnf,True,0.0944,0.19
rand_20_2.cnf,True,0.2408,0.2
rand_20_3.cnf,True,0.0605,0.18
rand_20_4.cnf,True,0.0578,0.17
rand_20_5.cnf,True,0.108,0.18
rand_20_6.cnf,True,0.1415,0.17
rand_20_7.cnf,True,0.0076,0.18
rand_20_8.cnf,True,0.081,0.18
rand_20_9.cnf,True,0.3326,0.19
AVERAGE (no timeouts),100.0%,0.1283,0.18
