filename,satisfiable,time,memory_MB
rand_20_1.cnf,False,inf,0.0
rand_20_10.cnf,False,inf,0.0
rand_20_2.cnf,False,inf,0.0
rand_20_3.cnf,False,inf,0.0
rand_20_4.cnf,False,inf,0.0
rand_20_5.cnf,False,inf,0.0
rand_20_6.cnf,False,inf,0.0
rand_20_7.cnf,False,inf,0.0
rand_20_9.cnf,False,inf,0.0
AVERAGE (no timeouts),0.0%,0.0000,0.00
