filename,satisfiable,time,memory_MB
rand_40_1.cnf,False,inf,0.0
rand_40_10.cnf,False,inf,0.0
rand_40_2.cnf,False,inf,0.0
rand_40_3.cnf,False,inf,0.0
rand_40_4.cnf,False,inf,0.0
rand_40_5.cnf,False,inf,0.0
rand_40_6.cnf,False,inf,0.0
rand_40_7.cnf,False,inf,0.0
rand_40_8.cnf,False,inf,0.0
rand_40_9.cnf,True,13.6855,0.77
AVERAGE (no timeouts),10.0%,13.6855,0.77
